original_address,clean_address,latitude,longitude
"193 Skipping Stone Ln, Naples, FL 34119","193 Skipping Stone Ln, Naples, FL 34119",26.268099317221,-81.695923472571
"2323 Pine Woods Cir # 13, Naples, FL 34105","2323 Pine Woods Cir # 13, Naples, FL 34105",26.200047286889,-81.775236510948
"2111 Par Dr, Naples, FL 34120","2111 Par Dr, Naples, FL 34120",26.290552127847,-81.576147431894
"74 Erin Way, Naples, FL 34119","74 Erin Way, Naples, FL 34119",26.215091882282,-81.725161997179
"1036 Lake Shore Ct, Naples, FL 34103","1036 Lake Shore Ct, Naples, FL 34103",26.206927914127,-81.797004509133
"26235 Hickory Blvd # 4b, Bonita Springs, FL 34134","26235 Hickory Blvd # 4b, Bonita Springs, FL 34134",26.355876475731,-81.857061154984
"3161 Greenflower Ct, Bonita Springs, FL 34134","3161 Greenflower Ct, Bonita Springs, FL 34134",26.344642,-81.8102046
"9983 Colonial Walk N, Estero, FL 33928","9983 Colonial Walk North, Estero, FL 33928",26.4251376,-81.7892918
"8400 Estero Blvd # 501, Fort Myers Beach, FL 33931","8400 Estero Blvd # 501, Fort Myers Beach, FL 33931",26.404785896575,-81.884875841053
"4141 Bay Beach Ln # 463, Fort Myers Beach, FL 33931","4141 Bay Beach Ln # 463, Fort Myers Beach, FL 33931",26.408786904985,-81.88579745394
"3599 Grand Cypress Dr, Naples, FL 34119","3599 Grand Cypress Dr, Naples, FL 34119",26.297498542183,-81.738039585803
"16355 Barclay Ct, Naples, FL 34110","16355 Barclay Ct, Naples, FL 34110",26.301923859277,-81.758606303956
"9384 Glenforest Dr, Naples, FL 34120","9384 Glenforest Dr, Naples, FL 34120",26.269182315091,-81.674104486366
"9272 Shadow Oak Ln, Naples, FL 34120","9272 Shadow Oak Ln, Naples, FL 34120",,
"593 Country Walk Ct, Naples, FL 34104","593 Country Walk Ct, Naples, FL 34104",26.141633495117,-81.725781585553
"16144 Parque Ln, Naples, FL 34110","16144 Parque Ln, Naples, FL 34110",26.284894407443,-81.765634983402
"8451 Palacio Ter W, Naples, FL 34114","8451 Palacio Ter West, Naples, FL 34114",26.106257131198,-81.680267183226
"8366 Palacio Ter S, Naples, FL 34114","8366 Palacio Ter South, Naples, FL 34114",26.105437503539,-81.679401633379
"3044 Woodside Ave, Naples, FL 34112","3044 Woodside Ave, Naples, FL 34112",26.099284100749,-81.768670149308
"1264 Rialto Way # 201, Naples, FL 34114","1264 Rialto Way # 201, Naples, FL 34114",25.995436988924,-81.695400207315
"1050 Borghese Ln # 206, Naples, FL 34114","1050 Borghese Ln # 206, Naples, FL 34114",25.994329987972,-81.698005220568
"1414 Borghese Ln # 201, Naples, FL 34114","1414 Borghese Ln # 201, Naples, FL 34114",25.999423839422,-81.692499423009
"1298 Rialto Way # 202, Naples, FL 34114","1298 Rialto Way # 202, Naples, FL 34114",25.994361931495,-81.694909310523
"2034 Prince Dr, Naples, FL 34110","2034 Prince Dr, Naples, FL 34110",26.289819789412,-81.771609131128
"14948 Indigo Lakes Dr, Naples, FL 34119","14948 Indigo Lakes Dr, Naples, FL 34119",26.263555013743,-81.694106228244
"14784 Indigo Lakes Cir, Naples, FL 34119","14784 Indigo Lakes Cir, Naples, FL 34119",26.260736770279,-81.699797689129
"4048 Trinidad Way, Naples, FL 34119","4048 Trinidad Way, Naples, FL 34119",26.254818637752,-81.70669185133
"1230 22nd Ave N, Naples, FL 34103","1230 22nd Ave North, Naples, FL 34103",26.1741727,-81.7944144
"1862 Mustique St, Naples, FL 34120","1862 Mustique St, Naples, FL 34120",26.264501778724,-81.671480202212
"2553 Linda Dr, Naples, FL 34112","2553 Linda Dr, Naples, FL 34112",26.1169231,-81.7737813
"2537 Linda Dr, Naples, FL 34112","2537 Linda Dr, Naples, FL 34112",26.1169212,-81.7739301
"11477 Mallard Ct, Naples, FL 34119","11477 Mallard Ct, Naples, FL 34119",26.283074639207,-81.726194529755
"4483 Dunlin Ct, Naples, FL 34119","4483 Dunlin Ct, Naples, FL 34119",26.284580611616,-81.722745690763
"1395 Morningside Dr, Naples, FL 34103","1395 Morningside Dr, Naples, FL 34103",26.199016364428,-81.792928820269
"389 Country Club Ln, Naples, FL 34110","389 Country Club Ln, Naples, FL 34110",26.280860041088,-81.774904687064
"303 Burnt Pine Dr, Naples, FL 34119","303 Burnt Pine Dr, Naples, FL 34119",26.266212926749,-81.692536314733
"1965 Timarron Way, Naples, FL 34109","1965 Timarron Way, Naples, FL 34109",26.256829922033,-81.775282210661
"8760 Ventura Way, Naples, FL 34109","8760 Ventura Way, Naples, FL 34109",26.244461977062,-81.779983057214
"2365 Pine Woods Cir # 6, Naples, FL 34105","2365 Pine Woods Cir # 6, Naples, FL 34105",26.200340268787,-81.773872369472
"3565 Beaufort Ct, Naples, FL 34119","3565 Beaufort Ct, Naples, FL 34119",26.294006680004,-81.715348209392
"18691 Ensenada Dr, Naples, FL 34114","18691 Ensenada Dr, Naples, FL 34114",26.009623658721,-81.623401482687
"2348 Lake Ave, Naples, FL 34112","2348 Lake Ave, Naples, FL 34112",26.1113047,-81.7755768
"11421 Jacaranda Dr, Naples, FL 34120","11421 Jacaranda Dr, Naples, FL 34120",,
"11543 Jacaranda Dr, Naples, FL 34120","11543 Jacaranda Dr, Naples, FL 34120",,
"10439 Ventana Ln, Naples, FL 34120","10439 Ventana Ln, Naples, FL 34120",,
"8629 Julia Ln, Naples, FL 34114","8629 Julia Ln, Naples, FL 34114",26.078298362527,-81.686316625589
"3786 Cracker Way, Bonita Springs, FL 34134","3786 Cracker Way, Bonita Springs, FL 34134",26.3453733,-81.818401
"4696 Spring Creek Dr, Bonita Springs, FL 34134","4696 Spring Creek Dr, Bonita Springs, FL 34134",26.383336492114,-81.832222366958
"14174 Giustino Way, Bonita Springs, FL 34135","14174 Giustino Way, Bonita Springs, FL 34135",,
"24808 Dietz Dr, Bonita Springs, FL 34135","24808 Dietz Dr, Bonita Springs, FL 34135",26.3799119,-81.7980193
"16515 Crescent Beach Way, Bonita Springs, FL 34135","16515 Crescent Beach Way, Bonita Springs, FL 34135",26.3301798,-81.6814524
"28398 Verde Ln, Bonita Springs, FL 34135","28398 Verde Ln, Bonita Springs, FL 34135",26.3215841,-81.7991396
"13810 Tonbridge Ct, Bonita Springs, FL 34135","13810 Tonbridge Ct, Bonita Springs, FL 34135",26.3270108,-81.7242826
"19900 Maddelena Cir, Estero, FL 33967","19900 Maddelena Cir, Estero, FL 33967",26.4518355,-81.8068781
"14227 Arrow Point Ct, Estero, FL 33928","14227 Arrow Point Ct, Estero, FL 33928",26.440403611866,-81.722450425932
"14231 Arrow Point Ct, Estero, FL 33928","14231 Arrow Point Ct, Estero, FL 33928",26.440297288683,-81.722335668031
"12640 Grandezza Cir, Estero, FL 33928","12640 Grandezza Cir, Estero, FL 33928",26.445697324349,-81.754497818664
"20969 Thistle Leaf Ln, Estero, FL 33928","20969 Thistle Leaf Ln, Estero, FL 33928",,
"21512 Langholm Run, Estero, FL 33928","21512 Langholm Run, Estero, FL 33928",26.428061389741,-81.768142585331
"19821 Waterloo Way, Estero, FL 33928","19821 Waterloo Way, Estero, FL 33928",,
"18080 San Carlos Blvd # 724, Fort Myers Beach, FL 33931","18080 San Carlos Blvd # 724, Fort Myers Beach, FL 33931",26.477409511136,-81.951292744618
"341 Seminole Way, Fort Myers Beach, FL 33931","341 Seminole Way, Fort Myers Beach, FL 33931",26.4324129,-81.9086079
"22628 Island Pines Way # 1403, Fort Myers Beach, FL 33931","22628 Island Pines Way # 1403, Fort Myers Beach, FL 33931",26.417262347896,-81.899533694423
"440 Washington Ct, Fort Myers Beach, FL 33931","440 Washington Ct, Fort Myers Beach, FL 33931",26.446396,-81.9291925
"4815 Esplanade St, Bonita Springs, FL 34134","4815 Esplanade St, Bonita Springs, FL 34134",26.3338872,-81.8280804
"4639 Flamingo Dr, Naples, FL 34104","4639 Flamingo Dr, Naples, FL 34104",26.1424403,-81.7527443
"5140 Hickory Wood Dr, Naples, FL 34119","5140 Hickory Wood Dr, Naples, FL 34119",26.237556555095,-81.717428989388
"1856 Lema Ct, Naples, FL 34120","1856 Lema Ct, Naples, FL 34120",,
"9276 Isla Bella Cir, Bonita Springs, FL 34135","9276 Isla Bella Cir, Bonita Springs, FL 34135",26.3705164,-81.7949685
"17240 Galway Run, Bonita Springs, FL 34135","17240 Galway Run, Bonita Springs, FL 34135",26.3318999,-81.6667097
"12667 Caballo Ct, Estero, FL 33928","12667 Caballo Ct, Estero, FL 33928",,
"19863 Maddelena Cir, Estero, FL 33967","19863 Maddelena Cir, Estero, FL 33967",26.4536422,-81.8070414
"3129 Woodside Ave, Naples, FL 34112","3129 Woodside Ave, Naples, FL 34112",26.099404195266,-81.767850654956
"3861 Ken's Way # 416, Bonita Springs, FL 34134","3861 Ken's Way # 416, Bonita Springs, FL 34134",26.331996771871,-81.818904625407
"10304 Wishing Stone Ct, Bonita Springs, FL 34135","10304 Wishing Stone Ct, Bonita Springs, FL 34135",26.3574008,-81.7747707
"23660 Copperleaf Blvd, Estero, FL 34135","23660 Copperleaf Blvd, Estero, FL 34135",26.401925387572,-81.775491891969
"28001 Longboat Key Run, Bonita Springs, FL 34135","28001 Longboat Key Run, Bonita Springs, FL 34135",26.3310188,-81.6802379
"3819 Treasure Cove Cir, Naples, FL 34114","3819 Treasure Cove Cir, Naples, FL 34114",26.033933950893,-81.687133937836
"4356 Vanda Dr, Bonita Springs, FL 34134","4356 Vanda Dr, Bonita Springs, FL 34134",26.3316604,-81.8249987
"12643 Alderson Ave, Estero, FL 33928","12643 Alderson Ave, Estero, FL 33928",,
"8080 Lagoon Rd, Fort Myers Beach, FL 33931","8080 Lagoon Rd, Fort Myers Beach, FL 33931",26.4067072,-81.8913488
"14546 Speranza Way, Bonita Springs, FL 34135","14546 Speranza Way, Bonita Springs, FL 34135",26.3202766,-81.7104257
"6752 Compton Ln N, Naples, FL 34104","6752 Compton Ln North, Naples, FL 34104",26.159471485593,-81.728971052188
"8540 Sevilla Ct, Naples, FL 34114","8540 Sevilla Ct, Naples, FL 34114",26.107611749687,-81.676258384071
"944 22nd Ave N, Naples, FL 34103","944 22nd Ave North, Naples, FL 34103",26.1741168,-81.7987057
"4523 Fluvia Ave, Naples, FL 34103","4523 Fluvia Ave, Naples, FL 34103",26.2016763,-81.7946536
"2000 Isla De Palma Cir, Naples, FL 34119","2000 Isla De Palma Cir, Naples, FL 34119",26.260544315079,-81.714790820303
"2033 Grove Dr, Naples, FL 34120","2033 Grove Dr, Naples, FL 34120",26.286278036652,-81.584722070104
"28725 Wahoo Dr, Bonita Springs, FL 34135","28725 Wahoo Dr, Bonita Springs, FL 34135",26.3194876,-81.6978435
"20188 Buttermere Ct, Estero, FL 33928","20188 Buttermere Ct, Estero, FL 33928",26.443262676803,-81.771491521781
"14470 Tuscany Pointe Trl, Naples, FL 34120","14470 Tuscany Pointe Trl, Naples, FL 34120",26.249300508538,-81.681666358741
"1001 Arbor Lake Dr # 1204, Naples, FL 34110","1001 Arbor Lake Dr # 1204, Naples, FL 34110",26.302446680081,-81.823187966351
"3910 Treasure Cove Cir, Naples, FL 34114","3910 Treasure Cove Cir, Naples, FL 34114",26.035748109493,-81.684680947951
"2160 Piccadilly Circus, Naples, FL 34112","2160 Piccadilly Circus, Naples, FL 34112",26.1326045,-81.7367078
"5862 Lancewood Way, Naples, FL 34116","5862 Lancewood Way, Naples, FL 34116",26.20275688346,-81.723609545945
"6491 Marbella Dr, Naples, FL 34105","6491 Marbella Dr, Naples, FL 34105",,
"6807 Del Mar Ter, Naples, FL 34105","6807 Del Mar Ter, Naples, FL 34105",26.194625611283,-81.746902732129
"45 Wickliffe Dr, Naples, FL 34110","45 Wickliffe Dr, Naples, FL 34110",26.275085627225,-81.766687728241
"41 5th St, Bonita Springs, FL 34134","41 5th St, Bonita Springs, FL 34134",26.32609474944,-81.820059014785
"14518 Speranza Way, Bonita Springs, FL 34135","14518 Speranza Way, Bonita Springs, FL 34135",26.3202983,-81.7117788
"28925 Zamora Ct, Bonita Springs, FL 34135","28925 Zamora Ct, Bonita Springs, FL 34135",26.3188595,-81.7020866
"17426 Newberry Ln, Estero, FL 33928","17426 Newberry Ln, Estero, FL 33928",26.454683014912,-81.670597381586
"21537 Belvedere Ln, Estero, FL 33928","21537 Belvedere Ln, Estero, FL 33928",26.430987392975,-81.732192599915
"7704 Citrus Hill Ln, Naples, FL 34109","7704 Citrus Hill Ln, Naples, FL 34109",26.240666712443,-81.761157471948
"28100 Seasons Tide Ave, Bonita Springs, FL 34135","28100 Seasons Tide Ave, Bonita Springs, FL 34135",26.3317128,-81.6799587
"1926 Fresno Ave, Naples, FL 34120","1926 Fresno Ave, Naples, FL 34120",,
"12365 Dahlia Ct, Naples, FL 34120","12365 Dahlia Ct, Naples, FL 34120",,
"20410 Black Tree Ln, Estero, FL 33928","20410 Black Tree Ln, Estero, FL 33928",26.440687161878,-81.73628419835
"3841 Treasure Cove Cir, Naples, FL 34114","3841 Treasure Cove Cir, Naples, FL 34114",26.033434288513,-81.68706321312
"2922 50th St Sw, Naples, FL 34116","2922 50th St Sw, Naples, FL 34116",26.174580073293,-81.705935699591
"1171 Mockingbird Ln, Naples, FL 34104","1171 Mockingbird Ln, Naples, FL 34104",26.1423836,-81.7767533
"1273 Lastrada Ln, Naples, FL 34103","1273 Lastrada Ln, Naples, FL 34103",26.209246823987,-81.795120264886
"1248 Lastrada Ln, Naples, FL 34103","1248 Lastrada Ln, Naples, FL 34103",26.209128106605,-81.795348805106
"4219 Siderno Ct, Naples, FL 34119","4219 Siderno Ct, Naples, FL 34119",26.307434436824,-81.715518347226
"101 Clubhouse Ln # 281, Naples, FL 34105","101 Clubhouse Ln # 281, Naples, FL 34105",26.179381265327,-81.787741617892
"124 Willowick Dr, Naples, FL 34110","124 Willowick Dr, Naples, FL 34110",26.281427708885,-81.762920037095
"26225 Hickory Blvd # 8c, Bonita Springs, FL 34134","26225 Hickory Blvd # 8c, Bonita Springs, FL 34134",26.355948159376,-81.857100979227
"23620 Via Carino Ln, Bonita Springs, FL 34135","23620 Via Carino Ln, Bonita Springs, FL 34135",26.3194409,-81.7146793
"28423 Del Lago Way, Bonita Springs, FL 34135","28423 Del Lago Way, Bonita Springs, FL 34135",26.320326,-81.8022506
"28457 Highgate Dr, Bonita Springs, FL 34135","28457 Highgate Dr, Bonita Springs, FL 34135",26.3216109,-81.791528
"15402 Trevally Way, Bonita Springs, FL 34135","15402 Trevally Way, Bonita Springs, FL 34135",26.3193145,-81.695125
"22189 Ponte Romano Ln, Estero, FL 33928","22189 Ponte Romano Ln, Estero, FL 33928",26.416814180093,-81.806901477153
"128 Gulfview Ave, Fort Myers Beach, FL 33931","128 Gulfview Ave, Fort Myers Beach, FL 33931",26.4379936,-81.9222786
"18196 Cutlass Dr, Fort Myers Beach, FL 33931","18196 Cutlass Dr, Fort Myers Beach, FL 33931",26.477774828746,-81.953448715298
"4198 Bay Beach Ln # 124, Fort Myers Beach, FL 33931","4198 Bay Beach Ln # 124, Fort Myers Beach, FL 33931",26.411437114208,-81.892902274497
"12997 Pembroke Dr, Naples, FL 34105","12997 Pembroke Dr, Naples, FL 34105",,
"3611 Key Lime Ct, Bonita Springs, FL 34134","3611 Key Lime Ct, Bonita Springs, FL 34134",26.3460382,-81.8125711
"23778 Pebble Pointe Ln, Bonita Springs, FL 34135","23778 Pebble Pointe Ln, Bonita Springs, FL 34135",26.396954097214,-81.775159248709
"20075 Hartford Blvd, Estero, FL 33928","20075 Hartford Blvd, Estero, FL 33928",,
"18707 Ivywood Pl, Estero, FL 33928","18707 Ivywood Pl, Estero, FL 33928",,
"13541 Coronado Dr, Naples, FL 34109","13541 Coronado Dr, Naples, FL 34109",26.224970933277,-81.759311549265
"18024 Broadview Dr, Naples, FL 34114","18024 Broadview Dr, Naples, FL 34114",26.006583352692,-81.624811750109
"18157 Baywood Dr, Naples, FL 34114","18157 Baywood Dr, Naples, FL 34114",26.012696523375,-81.633398857744
"1526 Santiago Cir, Naples, FL 34113","1526 Santiago Cir, Naples, FL 34113",26.054553885901,-81.714396579275
"2026 Terrazzo Ln, Naples, FL 34104","2026 Terrazzo Ln, Naples, FL 34104",26.163972694623,-81.745122577688
"522 Countryside Dr, Naples, FL 34104","522 Countryside Dr, Naples, FL 34104",26.144508309752,-81.725972734384
"388 Mallory Ct, Naples, FL 34110","388 Mallory Ct, Naples, FL 34110",26.303999928956,-81.822354163403
"3914 Aurora Ct, Naples, FL 34116","3914 Aurora Ct, Naples, FL 34116",26.165465603026,-81.704371943038
"9350 Greyhawk Trl, Naples, FL 34120","9350 Greyhawk Trl, Naples, FL 34120",26.250857788286,-81.653433118723
"2783 Island Pond Ln, Naples, FL 34119","2783 Island Pond Ln, Naples, FL 34119",26.247897898127,-81.711389776816
"7929 Founders Cir, Naples, FL 34104","7929 Founders Cir, Naples, FL 34104",,
"6614 Monterey Pt, Naples, FL 34105","6614 Monterey Pt, Naples, FL 34105",,
"1025 Sandpiper St # E104, Naples, FL 34102","1025 Sandpiper St # E104, Naples, FL 34102",26.135798679736,-81.783261841088
"1384 Areca Cv, Naples, FL 34119","1384 Areca Cv, Naples, FL 34119",26.266906529436,-81.719257057939
"1965 Isla De Palma Cir, Naples, FL 34119","1965 Isla De Palma Cir, Naples, FL 34119",26.260305983329,-81.715717099033
"1949 Isla De Palma Cir, Naples, FL 34119","1949 Isla De Palma Cir, Naples, FL 34119",,
"11523 Jacaranda Dr, Naples, FL 34120","11523 Jacaranda Dr, Naples, FL 34120",,
"12389 Dahlia Ct, Naples, FL 34120","12389 Dahlia Ct, Naples, FL 34120",,
"208 Erie Dr, Naples, FL 34110","208 Erie Dr, Naples, FL 34110",26.280581803528,-81.759673509188
"6852 Winding Cypress Dr, Naples, FL 34114","6852 Winding Cypress Dr, Naples, FL 34114",,
"27099 Belle Rio Dr, Bonita Springs, FL 34135","27099 Belle Rio Dr, Bonita Springs, FL 34135",26.3448585,-81.7937176
"4826 Gary Rd, Bonita Springs, FL 34134","4826 Gary Rd, Bonita Springs, FL 34134",26.3317789,-81.8279859
"14586 Speranza Way, Bonita Springs, FL 34135","14586 Speranza Way, Bonita Springs, FL 34135",26.3209414,-81.7086558
"14621 Meravi Dr, Bonita Springs, FL 34135","14621 Meravi Dr, Bonita Springs, FL 34135",26.3183958,-81.7106241
"16500 Crescent Beach Way, Bonita Springs, FL 34135","16500 Crescent Beach Way, Bonita Springs, FL 34135",26.3301798,-81.6814524
"8792 Largo Mar Dr, Estero, FL 33967","8792 Largo Mar Dr, Estero, FL 33967",26.452505477349,-81.809419376914
"20030 Buttermere Ct, Estero, FL 33928","20030 Buttermere Ct, Estero, FL 33928",26.448456576725,-81.77264783515
"13465 Villa Di Preserve Ln, Estero, FL 33928","13465 Villa Di Preserve Ln, Estero, FL 33928",26.448746887187,-81.736338074254
"11534 Woodmount Ln, Estero, FL 33928","11534 Woodmount Ln, Estero, FL 33928",26.424148132057,-81.767350431128
"9094 Limestone Ln, Naples, FL 34120","9094 Limestone Ln, Naples, FL 34120",26.290027285543,-81.672569811677
"1001 Arbor Lake Dr # 1406, Naples, FL 34110","1001 Arbor Lake Dr # 1406, Naples, FL 34110",26.302446680081,-81.823187966351
"1001 Arbor Lake Dr # 101, Naples, FL 34110","1001 Arbor Lake Dr # 101, Naples, FL 34110",26.302446680081,-81.823187966351
"1001 Arbor Lake Dr # 407, Naples, FL 34110","1001 Arbor Lake Dr # 407, Naples, FL 34110",26.302446680081,-81.823187966351
"1613 Vizcaya Ln, Naples, FL 34113","1613 Vizcaya Ln, Naples, FL 34113",26.053220070067,-81.720904124962
"6988 Burnt Sienna Cir, Naples, FL 34109","6988 Burnt Sienna Cir, Naples, FL 34109",26.229111139979,-81.78945547945
"7159 Wilton Dr, Naples, FL 34109","7159 Wilton Dr, Naples, FL 34109",26.236093108336,-81.769704083741
"16212 Aberdeen Ave, Naples, FL 34110","16212 Aberdeen Ave, Naples, FL 34110",26.296560250503,-81.758938350844
"450 Bayfront Pl # 4402, Naples, FL 34102","450 Bayfront Pl # 4402, Naples, FL 34102",26.143616669934,-81.789713520819
"317 Lambton Ln, Naples, FL 34104","317 Lambton Ln, Naples, FL 34104",26.155708058272,-81.72733662277
"7291 Acorn Way, Naples, FL 34119","7291 Acorn Way, Naples, FL 34119",26.249168746743,-81.692592576794
"10111 Boca Cir, Naples, FL 34109","10111 Boca Cir, Naples, FL 34109",26.262400500751,-81.765897925198
"3412 Sandpiper Way, Naples, FL 34109","3412 Sandpiper Way, Naples, FL 34109",26.238770280004,-81.754551035683
"6128 Highwood Park Ln, Naples, FL 34110","6128 Highwood Park Ln, Naples, FL 34110",26.285325416705,-81.748764632292
"6072 Highwood Park Ct, Naples, FL 34110","6072 Highwood Park Ct, Naples, FL 34110",26.286157851299,-81.748835432305
"2521 Longboat Dr, Naples, FL 34104","2521 Longboat Dr, Naples, FL 34104",26.167333108513,-81.772775402195
"14577 Juniper Point Ln, Naples, FL 34110","14577 Juniper Point Ln, Naples, FL 34110",26.302640931886,-81.817070724948
"8473 Sevilla Ct, Naples, FL 34114","8473 Sevilla Ct, Naples, FL 34114",26.108819732578,-81.675184517074
"1050 Borghese Ln # 204, Naples, FL 34114","1050 Borghese Ln # 204, Naples, FL 34114",25.994329987972,-81.698005220568
"1286 Rialto Way # 202, Naples, FL 34114","1286 Rialto Way # 202, Naples, FL 34114",25.994779995147,-81.695012476701
"1060 Borghese Ln # 206, Naples, FL 34114","1060 Borghese Ln # 206, Naples, FL 34114",25.994430974014,-81.697721785269
"1050 Borghese Ln # 1903, Naples, FL 34114","1050 Borghese Ln # 1903, Naples, FL 34114",25.994329987972,-81.698005220568
"1991 Imperial Golf Co Blvd, Naples, FL 34110","1991 Imperial Golf Co Blvd, Naples, FL 34110",,
"2257 Regal Way, Naples, FL 34110","2257 Regal Way, Naples, FL 34110",26.29158022895,-81.780865213682
"1840 Imperial Golf Co Blvd, Naples, FL 34110","1840 Imperial Golf Co Blvd, Naples, FL 34110",,
"2287 Queens Way, Naples, FL 34112","2287 Queens Way, Naples, FL 34112",26.126732,-81.7454392
"1102 9th Ave N, Naples, FL 34102","1102 9th Ave North, Naples, FL 34102",26.1597889,-81.7943289
"118 Palmetto Dunes Cir, Naples, FL 34113","118 Palmetto Dunes Cir, Naples, FL 34113",26.105106217941,-81.728290894533
"630 Saint Andrews Blvd, Naples, FL 34113","630 Saint Andrews Blvd, Naples, FL 34113",26.100209341144,-81.720210038418
"201 Muirfield Cir, Naples, FL 34113","201 Muirfield Cir, Naples, FL 34113",26.107074380062,-81.717998508011
"4830 Shearwater Ln, Naples, FL 34119","4830 Shearwater Ln, Naples, FL 34119",26.280525198569,-81.723988323731
"7959 Princeton Dr, Naples, FL 34104","7959 Princeton Dr, Naples, FL 34104",26.147981908101,-81.705837838432
"13549 Coronado Dr, Naples, FL 34109","13549 Coronado Dr, Naples, FL 34109",26.225265607733,-81.759354789528
"6120 English Oaks Ln, Naples, FL 34119","6120 English Oaks Ln, Naples, FL 34119",26.246247699295,-81.730956684368
"10103 Palazzo Dr, Naples, FL 34119","10103 Palazzo Dr, Naples, FL 34119",26.275296414071,-81.730076858248
"127 Coral Vine Dr, Naples, FL 34110","127 Coral Vine Dr, Naples, FL 34110",26.274209075596,-81.777616220959
"161 Forestwood Dr, Naples, FL 34110","161 Forestwood Dr, Naples, FL 34110",26.27753818721,-81.783543010472
"317 Stella Maris Dr S, Naples, FL 34114","317 Stella Maris Dr South, Naples, FL 34114",25.956309694116,-81.507416811212
"11430 Quail Village Way, Naples, FL 34119","11430 Quail Village Way, Naples, FL 34119",26.276234671532,-81.734204127806
"4318 Bismark Way, Naples, FL 34119","4318 Bismark Way, Naples, FL 34119",26.252430222317,-81.701533038947
"7025 Leopardi Ct, Naples, FL 34114","7025 Leopardi Ct, Naples, FL 34114",26.087419137694,-81.682265293213
"8039 Wilfredo Ct, Naples, FL 34114","8039 Wilfredo Ct, Naples, FL 34114",26.085494835574,-81.67265402182
"6516 Ilex Cir, Naples, FL 34109","6516 Ilex Cir, Naples, FL 34109",26.230841032875,-81.761213047809
"1268 Westlake Blvd, Naples, FL 34103","1268 Westlake Blvd, Naples, FL 34103",26.20686749367,-81.795470708853
"6758 Pennyroyal Dr, Naples, FL 34114","6758 Pennyroyal Dr, Naples, FL 34114",,
"6792 Bromeliad Dr, Naples, FL 34114","6792 Bromeliad Dr, Naples, FL 34114",,
"27025 Shell Ridge Cir, Bonita Springs, FL 34134","27025 Shell Ridge Cir, Bonita Springs, FL 34134",26.3446909,-81.8314901
"9088 Isla Bella Cir, Bonita Springs, FL 34135","9088 Isla Bella Cir, Bonita Springs, FL 34135",26.3695785,-81.7975819
"116 1st St, Bonita Springs, FL 34134","116 1st St, Bonita Springs, FL 34134",26.3294522,-81.8246261
"4975 Bonita Beach Rd # 204, Bonita Springs, FL 34134","4975 Bonita Beach Rd # 204, Bonita Springs, FL 34134",26.330267329387,-81.835111378734
"4657 Santiago Ln, Bonita Springs, FL 34134","4657 Santiago Ln, Bonita Springs, FL 34134",26.403074221007,-81.83093275014
"10191 Avonleigh Dr, Bonita Springs, FL 34135","10191 Avonleigh Dr, Bonita Springs, FL 34135",,
"27206 Harbor Dr, Bonita Springs, FL 34135","27206 Harbor Dr, Bonita Springs, FL 34135",26.3427452,-81.7994485
"8751 Estero Blvd # 604, Bonita Springs, FL 33931","8751 Estero Blvd # 604, Bonita Springs, FL 33931",26.403038733154,-81.873676480712
"14642 Speranza Way, Bonita Springs, FL 34135","14642 Speranza Way, Bonita Springs, FL 34135",26.3180477,-81.7075453
"27149 Serrano Way, Bonita Springs, FL 34135","27149 Serrano Way, Bonita Springs, FL 34135",26.3429955,-81.7900457
"28444 Verde Ln, Bonita Springs, FL 34135","28444 Verde Ln, Bonita Springs, FL 34135",26.319792,-81.7983915
"9209 Spanish Moss Way, Bonita Springs, FL 34135","9209 Spanish Moss Way, Bonita Springs, FL 34135",26.3274986,-81.794681
"28700 Montecristo Loop, Bonita Springs, FL 34135","28700 Montecristo Loop, Bonita Springs, FL 34135",26.3189111,-81.6894099
"28263 Koi Way, Bonita Springs, FL 34135","28263 Koi Way, Bonita Springs, FL 34135",26.3250646,-81.6938732
"28100 Cetation Way, Bonita Springs, FL 34135","28100 Cetation Way, Bonita Springs, FL 34135",26.328753,-81.695937
"13471 Bridgeford Ave, Bonita Springs, FL 34135","13471 Bridgeford Ave, Bonita Springs, FL 34135",26.3259693,-81.7311145
"13435 Irsina Dr, Estero, FL 33928","13435 Irsina Dr, Estero, FL 33928",26.433054291603,-81.732164074058
"23921 Copperleaf Blvd, Estero, FL 34135","23921 Copperleaf Blvd, Estero, FL 34135",26.405854346157,-81.776364377678
"20213 Corkscrew Shores Blvd, Estero, FL 33928","20213 Corkscrew Shores Blvd, Estero, FL 33928",26.451142859029,-81.722634362285
"20462 Misty Woods Ct, Estero, FL 33928","20462 Misty Woods Ct, Estero, FL 33928",26.444151883128,-81.723277705152
"20498 Black Tree Ln, Estero, FL 33928","20498 Black Tree Ln, Estero, FL 33928",26.436978126072,-81.736594216135
"23109 Oakglen Ln, Estero, FL 34135","23109 Oakglen Ln, Estero, FL 34135",26.402314963881,-81.799879819291
"9757 Spring Run Blvd, Estero, FL 34135","9757 Spring Run Blvd, Estero, FL 34135",26.392113635334,-81.790397384851
"19804 Beechcrest Pl, Estero, FL 33928","19804 Beechcrest Pl, Estero, FL 33928",,
"20961 Napa Loop, Estero, FL 33928","20961 Napa Loop, Estero, FL 33928",,
"20147 Cheetah Ln, Estero, FL 33928","20147 Cheetah Ln, Estero, FL 33928",26.441842947833,-81.751050358175
